AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
Chrompet,956,163,1.0,1.0,3,AdjLand,No,Others,AllPub,Gravel,RM,2.2,3.3,4.1,3.21,158283,9892670
Adyar,939,88,1.0,1.0,3,AdjLand,No,Others,ELO,Gravel,I,2.2,4.6,4.8,3.98,16233,8116455
KK Nagar,1938,116,3.0,2.0,5,Family,No,House,NoSeWa,Paved,RM,4.0,2.0,2.5,2.8,162576,10161000
Anna Nagar,1764,143,1.0,1.0,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RL,2.5,4.5,3.5,3.4,223620,20329120
T Nagar,1920,166,2.0,1.0,5,AbNormal,No,Others,ELO,Gravel,RL,2.0,4.4,2.8,2.96,159374,14488580
Karapakkam,525,195,1.0,1.0,2,Family,No,House,NoSewr ,Paved,RL,4.6,2.6,3.3,3.48,114546,4980250
Adyar,653,119,1.0,1.0,2,Family,Yes,House,NoSewr ,Gravel,A,3.4,3.6,3.0,3.24,48472,6059010
Anna Nagar,1700,120,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,2.3,2.8,3.4,2.865,133875,19125010
Velachery,1505,22,2.0,1.0,4,Family,Yes,Commercial,NoSewr ,Gravel,A,4.1,4.3,3.7,4.07,157165,12089580
Karapakkam,1589,158,2.0,2.0,4,Family,Yes,Others,NoSeWa,No Access,C,3.7,4.7,3.5,3.92,174489,7270375
Velachery,1829,118,3.0,2.0,5,Family,No,Commercial,AllPub,No Access,C,4.0,2.9,2.8,3.15,140521,12774630
Chrompet,963,64,1.0,1.0,3,Partial,Yes,Commercial,ELO,Paved,RL,3.0,4.4,2.7,3.47,100246,12530800
KK Nagar,1724,64,2.0,1.0,4,AdjLand,Yes,House,NoSeWa,Paved,RH,4.0,2.7,3.2,3.29,205271,9774800
Adyar,731,191,1.0,1.0,2,AdjLand,Yes,House,NoSeWa,No Access,RL,3.5,2.2,4.4,3.69,103942,7995545
Anna Nagar,1911,9,2.0,1.0,5,Family,No,House,NoSeWa,No Access,RH,2.8,3.9,4.3,3.675,155696,11121130
Chrompet,1239,143,2.0,1.0,4,AdjLand,Yes,Others,NoSewr ,No Access,RL,2.0,3.2,3.0,2.78,93016,10335130
Karapakkam,508,108,1.0,1.0,2,Family,Yes,House,NoSeWa,Gravel,A,2.7,5.0,2.8,3.43,86779,3944500
Chrompet,893,174,1.0,1.0,3,Partial,No,House,NoSewr ,Paved,RM,2.8,4.8,4.8,4.2,96389,8032400
Velachery,1973,171,3.0,2.0,5,Normal Sale,No,Commercial,NoSeWa,No Access,RM,2.0,5.0,4.6,4.13,246667,16444460
Chrompet,1050,157,1.0,1.0,3,AbNormal,No,House,NoSewr ,No Access,RL,2.8,2.9,4.0,3.2,30938,7734500
Velachery,1779,48,2.0,1.0,4,Partial,No,Commercial,NoSeWa,Gravel,I,3.9,2.7,4.7,3.6,162191,13515920
Adyar,1078,106,1.0,1.0,3,Family,No,Commercial,NoSewr ,Gravel,I,2.2,3.4,4.0,3.34,62543,12508550
KK Nagar,2470,197,4.0,2.0,6,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3.7,3.7,2.9,3.38,316054,19753360
Adyar,1170,73,1.0,1.0,3,AdjLand,Yes,Commercial,NoSeWa,Paved,I,2.5,3.9,4.0,3.53,69634,13926830
Adyar,706,61,1.0,1.0,2,Normal Sale,No,Others,AllPub,No Access,A,2.7,3.2,2.1,2.5,19315,4828750
Anna Nagar,1897,112,2.0,1.0,5,AbNormal,Yes,House,NoSeWa,No Access,RH,4.5,3.8,3.9,4.085,84606,12086610
KK Nagar,1858,73,3.0,2.0,5,Partial,Yes,House,NoSeWa,Gravel,RM,4.9,3.9,4.2,4.32,171660,11443980
Adyar,1134,133,1.0,1.0,3,Partial,Yes,House,NoSeWa,Paved,RL,2.6,2.2,2.5,2.47,106540,9685425
Karapakkam,1057,49,1.0,1.0,3,Partial,No,Others,NoSeWa,No Access,A,3.8,3.7,4.7,4.13,71435,3968625
T Nagar,1630,186,1.0,1.0,4,Family,Yes,House,NoSeWa,Gravel,RH,4.2,4.2,4.9,4.515,169698,12121290
KK Nagar,2202,91,3.0,2.0,5,AbNormal,No,Commercial,NoSeWa,Paved,RH,3.3,4.6,2.5,3.37,339206,16152680
Chrompet,1209,25,2.0,1.0,4,AbNormal,Yes,Others,ELO,No Access,RH,2.4,4.7,5.0,4.1,99669,9060830
Chrompet,1068,194,1.0,1.0,3,Partial,No,Commercial,ELO,Gravel,RM,3.9,2.4,3.9,3.3,53707,13426800
Karapakkam,1366,168,2.0,2.0,4,Family,Yes,House,NoSewr ,No Access,RH,2.7,3.7,4.7,3.8,61298,7662250
T Nagar,1727,30,1.0,1.0,4,Partial,Yes,Commercial,NoSewr ,Gravel,RH,3.6,2.7,3.3,3.24,315164,19697720
Anna Nagar,1673,102,1.0,1.0,4,Family,No,House,NoSeWa,Paved,RM,2.5,4.6,2.6,3.065,174069,11604630
T Nagar,1954,154,2.0,1.0,5,AdjLand,Yes,House,NoSeWa,Paved,RM,3.5,2.5,2.5,2.8,253050,14885280
Adyar,1022,195,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,A,3.6,2.2,4.9,3.97,101652,11294655
Anna Nagar,1915,75,2.0,1.0,5,Family,Yes,House,ELO,No Access,RM,4.0,3.7,5.0,4.325,135313,13531290
Chrompet,803,41,1.0,1.0,3,AbNormal,No,Others,NoSewr ,No Access,RH,2.0,3.9,3.5,3.21,27288,6822110
Adyar,1241,98,2.0,2.0,4,AdjLand,No,House,ELO,No Access,RM,2.6,2.4,4.4,3.46,100704,10070405
Chrompet,993,89,1.0,1.0,3,AdjLand,Yes,House,NoSewr ,Paved,RM,4.4,4.9,3.1,4.21,122272,10189350
Adyar,779,176,1.0,1.0,2,Partial,No,Commercial,ELO,Paved,I,3.8,4.9,3.2,3.72,79673,8852535
Velachery,1972,162,3.0,2.0,5,Normal Sale,Yes,House,NoSewr ,No Access,RL,4.2,2.3,3.4,3.11,106111,10611070
KK Nagar,2366,81,4.0,2.0,6,AbNormal,Yes,House,NoSewr ,Paved,RM,2.0,4.3,3.0,3.09,319085,12763380
Adyar,1104,21,1.0,1.0,3,Family,No,House,NoSewr ,Gravel,RH,3.5,4.9,3.8,3.93,136198,9079875
Velachery,1509,60,2.0,1.0,4,AdjLand,Yes,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,83867,9318600
KK Nagar,2001,181,3.0,2.0,5,Family,Yes,Commercial,NoSeWa,Paved,RL,2.5,3.1,3.6,3.12,303151,16841700
Velachery,1735,159,2.0,1.0,4,Family,Yes,House,AllPub,Paved,RH,2.4,4.8,2.2,3.42,163081,9593020
Chrompet,730,142,1.0,1.0,2,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,3.5,4.7,4.0,4.13,107062,10706200
Chrompet,1148,116,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Paved,RL,4.7,3.4,2.9,3.64,43448,8689650
T Nagar,1781,50,1.0,1.0,4,AdjLand,No,Others,NoSewr ,Paved,RL,4.9,4.9,4.6,4.765,81481,13580180
Chrompet,951,1,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,No Access,RH,3.5,2.6,2.8,2.93,123640,10303350
Chrompet,1189,156,1.0,1.0,3,AbNormal,No,Commercial,NoSewr ,Gravel,RM,2.4,2.0,3.9,2.69,131811,14645650
Velachery,1899,34,3.0,2.0,5,AbNormal,Yes,Others,NoSeWa,Gravel,RM,3.3,3.1,4.3,3.51,161858,12450610
Chrompet,1212,65,2.0,1.0,4,Partial,Yes,Others,AllPub,Gravel,RL,5.0,4.5,4.6,4.68,54976,10995190
Chrompet,1136,148,1.0,1.0,3,Family,No,Others,NoSewr ,No Access,RL,2.2,2.8,3.8,2.92,120094,8578170
Adyar,1059,10,1.0,1.0,3,Partial,No,House,NoSewr ,Gravel,A,2.3,2.6,2.5,2.46,80760,6212280
KK Nagar,2172,134,3.0,2.0,5,Family,Yes,Others,NoSeWa,Paved,RM,3.7,3.1,3.2,3.32,104217,13027180
KK Nagar,2451,74,4.0,2.0,6,AbNormal,Yes,Commercial,AllPub,Paved,RL,3.4,3.3,4.4,3.77,237694,19807800
Velachery,1834,142,3.0,2.0,5,Partial,No,Commercial,NoSeWa,No Access,RH,4.0,4.3,4.1,4.17,219948,13746750
Velachery,1609,12,2.0,1.0,4,Partial,No,House,ELO,Paved,RL,3.8,3.3,2.8,3.28,183868,8755610
Anna Nagar,1845,130,2.0,1.0,5,AbNormal,No,Commercial,NoSewr ,Gravel,RM,2.7,2.3,2.6,2.56,167524,20940440
KK Nagar,2084,24,3.0,2.0,5,Partial,Yes,Commercial,AllPub,Gravel,RM,2.9,5.0,2.6,3.41,144792,18098940
Adyar,936,110,1.0,1.0,3,Partial,Yes,Others,AllPub,Gravel,C,4.5,4.9,2.1,3.38,118829,8487780
KK Nagar,2403,196,4.0,2.0,6,Family,No,Commercial,AllPub,Paved,RL,5.0,3.2,4.1,4.1,166356,18483960
Anna Nagar,1533,70,1.0,1.0,4,AdjLand,Yes,Others,NoSewr ,Gravel,RM,4.2,4.7,4.5,4.445,87366,14560920
Chrompet,856,83,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,3.3,3.5,2.0,2.99,85407,8540670
Chrompet,841,190,1.0,1.0,3,Family,No,Commercial,AllPub,No Access,RM,2.1,3.6,4.6,3.45,76562,10937450
Chrompet,1083,138,1.0,1.0,3,Family,No,Others,AllPub,No Access,RL,4.6,3.0,3.4,3.6,103705,8642060
Velachery,1721,31,2.0,1.0,4,Normal Sale,No,House,NoSeWa,No Access,RL,3.7,5.0,4.3,4.47,158376,8798650
Chrompet,1276,98,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,No Access,RH,4.2,4.1,4.4,4.22,28847,9615620
Chrompet,974,37,1.0,1.0,3,Partial,No,Commercial,NoSewr ,Paved,RL,4.4,4.2,4.1,4.23,200815,11812650
Adyar,827,52,1.0,1.0,3,AbNormal,No,Others,ELO,Gravel,A,2.1,2.5,3.2,2.73,6349,6348535
Chrompet,1159,106,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,No Access,RH,2.9,3.9,2.0,3.03,72413,9051580
Chrompet,742,108,1.0,1.0,2,AbNormal,No,House,NoSewr ,No Access,RL,3.0,3.2,4.8,3.62,94151,6725100
Karapakkam,849,198,1.0,1.0,2,Family,Yes,Commercial,NoSewr ,Paved,RM,4.8,2.1,3.3,3.39,179878,9467250
Chrompet,960,116,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RH,4.5,3.2,5.0,4.13,95621,7968450
Velachery,1928,186,3.0,2.0,5,AbNormal,Yes,Commercial,NoSeWa,No Access,C,3.8,3.8,4.7,4.07,176232,14686020
Velachery,1648,85,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,No Access,A,4.9,3.4,3.2,3.72,156836,8254510
T Nagar,1538,133,1.0,1.0,4,AbNormal,No,Commercial,NoSeWa,No Access,RM,2.5,2.2,2.3,2.335,122923,17560410
Chrompet,715,39,1.0,1.0,2,Normal Sale,Yes,House,NoSewr ,No Access,RL,3.0,4.5,4.1,3.93,109504,7300250
Karapakkam,1201,104,1.0,1.0,3,Partial,No,Others,AllPub,Gravel,RM,3.3,2.1,2.0,2.42,149245,8291375
Adyar,668,128,1.0,1.0,2,Normal Sale,No,House,ELO,Gravel,A,2.1,4.7,4.4,3.77,15231,5076885
Velachery,1545,68,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Gravel,C,2.5,3.3,4.9,3.58,155235,8624170
Adyar,1206,93,2.0,2.0,4,AbNormal,No,Others,ELO,Paved,C,3.3,3.8,4.2,3.85,92393,8399365
Velachery,1694,32,2.0,1.0,4,Partial,No,Commercial,AllPub,Gravel,RM,3.7,4.7,2.9,3.91,252759,14868160
Anna Nagar,1656,87,1.0,1.0,4,Normal Sale,No,House,NoSewr ,Gravel,RM,2.6,4.0,3.6,3.35,77502,12917000
Chrompet,964,52,1.0,1.0,3,Family,Yes,Others,NoSeWa,Paved,RL,4.9,3.8,4.0,4.19,135784,9052280
Adyar,951,118,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,No Access,RL,5.0,3.0,3.3,3.75,18730,9364825
Karapakkam,835,79,1.0,1.0,2,Normal Sale,Yes,Others,NoSeWa,Paved,RH,3.4,2.7,3.1,3.07,116174,6454125
Anna Nagar,1548,123,1.0,1.0,4,Family,Yes,Others,NoSeWa,Paved,RH,3.4,5.0,4.6,4.28,205859,12109340
Chrompet,827,176,1.0,1.0,3,AdjLand,Yes,House,ELO,Paved,RL,3.4,2.6,5.0,3.56,147926,8701550
KK Nagar,1834,70,3.0,2.0,5,AdjLand,Yes,House,NoSeWa,Paved,RL,2.9,3.5,3.9,3.48,217854,10892720
Velachery,1840,8,3.0,2.0,5,Normal Sale,No,Others,NoSeWa,No Access,C,4.8,3.0,2.6,3.33,154196,8566460
Velachery,1973,63,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RM,3.3,3.1,4.6,3.6,127258,18179660
Anna Nagar,1829,57,2.0,1.0,5,Family,No,House,NoSeWa,No Access,RL,4.9,3.3,3.2,3.82,180253,11265840
T Nagar,1851,69,2.0,1.0,5,Partial,Yes,Commercial,ELO,Gravel,RL,2.6,3.1,4.3,3.49,303246,21660460
Karapakkam,1519,24,2.0,2.0,4,Partial,Yes,Commercial,NoSewr ,No Access,RL,4.7,5.0,3.2,4.19,145152,12096000
Velachery,1822,140,3.0,2.0,5,Partial,No,Commercial,AllPub,No Access,RH,2.9,4.2,2.0,3.22,111209,13901150
Karapakkam,721,47,1.0,1.0,2,Normal Sale,Yes,Others,NoSeWa,Paved,I,3.9,2.8,3.6,3.45,142759,5710375
Chrompet,1022,37,1.0,1.0,3,AbNormal,No,House,NoSeWa,Gravel,RL,3.3,2.2,2.8,2.71,90559,8232600
Karapakkam,588,58,1.0,1.0,2,Normal Sale,Yes,House,AllPub,Gravel,I,4.9,2.3,4.6,4.0,74277,6189750
Anna Nagar,1716,13,1.0,1.0,4,Partial,No,Others,NoSewr ,No Access,RL,3.6,2.6,2.6,2.95,60940,12188020
Chrompet,955,39,1.0,1.0,3,AbNormal,Yes,House,NoSeWa,Paved,RH,2.0,2.3,2.6,2.3,112830,8059250
Karapakkam,817,28,1.0,1.0,2,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,4.9,3.2,4.1,4.07,75681,8409000
Adyar,1036,115,1.0,1.0,3,AbNormal,Yes,Others,NoSeWa,Paved,RL,2.1,2.7,4.7,3.52,71633,10233215
Velachery,1682,62,2.0,1.0,4,AbNormal,Yes,House,NoSewr ,Gravel,I,4.0,4.3,3.6,4.02,157821,9283610
Adyar,628,121,1.0,1.0,2,AbNormal,Yes,Others,ELO,No Access,RL,2.8,2.5,3.7,3.19,45621,7603540
Chrompet,941,55,1.0,1.0,3,AbNormal,Yes,Commercial,NoSewr ,No Access,RM,3.7,3.1,2.6,3.13,36910,12303350
Karapakkam,647,10,1.0,1.0,2,AdjLand,Yes,House,AllPub,Gravel,A,3.1,2.2,3.6,3.03,104396,4971250
Chrompet,838,136,1.0,1.0,3,Family,Yes,House,ELO,Paved,RM,3.3,4.9,2.3,3.64,121650,8689250
Karapakkam,849,40,1.0,1.0,2,AdjLand,Yes,House,ELO,Gravel,I,3.2,2.1,2.9,2.75,58120,6457750
Adyar,1048,165,1.0,1.0,3,Family,Yes,House,ELO,No Access,RM,3.0,4.8,3.0,3.36,123907,9531325
KK Nagar,2383,181,4.0,2.0,6,AdjLand,Yes,Commercial,NoSewr ,Paved,RL,2.6,2.2,2.9,2.6,294644,19642900
Chrompet,820,116,1.0,1.0,3,Family,No,House,NoSeWa,Gravel,RH,3.3,5.0,4.3,4.28,29807,7451850
Karapakkam,752,132,1.0,1.0,2,Family,Yes,House,NoSeWa,Gravel,I,4.9,3.1,4.8,4.32,131882,5734000
T Nagar,1923,39,2.0,1.0,5,AdjLand,No,House,AllPub,No Access,RL,2.9,3.4,3.9,3.475,210128,13133030
Velachery,2000,130,3.0,2.0,5,AdjLand,No,Commercial,NoSeWa,Paved,I,4.4,4.7,2.4,3.94,211523,15108770
Karapakkam,1412,107,2.0,2.0,4,AbNormal,No,Commercial,NoSeWa,No Access,I,2.1,4.5,4.2,3.66,203107,9671750
Chrompet,979,21,1.0,1.0,3,AdjLand,Yes,Others,AllPub,Gravel,RL,2.1,2.5,2.7,2.44,61041,10173430
Chrompet,1000,80,1.0,1.0,3,AdjLand,No,Others,AllPub,Gravel,RL,4.2,4.2,4.5,4.29,29610,9869950
Adyar,961,141,1.0,1.0,3,AdjLand,No,House,ELO,Paved,RL,2.6,4.9,4.1,3.81,8327,8326585
Karapakkam,1297,175,1.0,1.0,3,AdjLand,No,Commercial,NoSewr ,Gravel,I,3.0,2.8,2.9,2.9,118755,9896250
Karapakkam,714,71,1.0,1.0,2,Family,Yes,Others,ELO,No Access,RH,2.2,4.4,2.7,3.06,80311,5736500
Velachery,1505,96,2.0,1.0,4,Partial,Yes,Commercial,ELO,No Access,I,3.1,4.6,3.2,3.81,98950,12368750
Velachery,1955,101,3.0,2.0,5,Family,No,Others,NoSeWa,No Access,I,4.6,4.1,5.0,4.5,132931,8862060
Velachery,1578,193,2.0,1.0,4,AdjLand,Yes,Commercial,ELO,Paved,RH,4.1,3.0,3.2,3.34,182645,14049630
Chrompet,812,145,1.0,1.0,3,AdjLand,No,House,NoSewr ,Paved,RM,2.4,4.6,2.1,3.19,94603,8600300
Anna Nagar,1898,58,2.0,1.0,5,AbNormal,Yes,Others,ELO,Gravel,RM,3.2,4.2,4.0,3.77,81216,16243160
Velachery,1868,103,3.0,2.0,5,Normal Sale,No,Others,NoSeWa,No Access,C,3.6,4.4,2.0,3.48,137873,8110160
Chrompet,701,102,1.0,1.0,2,Family,No,Commercial,ELO,No Access,RL,4.9,3.7,2.9,3.82,41947,8389450
Chrompet,1068,141,1.0,1.0,3,Normal Sale,No,House,ELO,Gravel,RL,3.1,4.0,4.7,3.94,145366,9085400
Velachery,1521,168,2.0,1.0,4,AdjLand,No,House,NoSeWa,No Access,RM,2.6,3.7,3.2,3.28,68513,8564170
Anna Nagar,1572,113,1.0,1.0,4,Normal Sale,Yes,House,NoSeWa,No Access,RL,3.8,3.4,5.0,4.18,206062,11447880
T Nagar,1910,73,2.0,1.0,5,AbNormal,Yes,Others,AllPub,Gravel,RL,3.3,5.0,3.0,3.59,138573,15397020
Chrompet,901,174,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Gravel,RM,2.8,2.7,4.0,3.12,121864,8704550
Velachery,1586,55,2.0,1.0,4,AdjLand,No,House,NoSewr ,No Access,C,2.6,4.7,2.1,3.4,79175,7197730
Velachery,1782,193,2.0,1.0,4,Partial,Yes,House,NoSeWa,Gravel,RL,5.0,3.7,2.9,3.79,75962,10851750
Karapakkam,684,54,1.0,1.0,2,AdjLand,No,Others,NoSewr ,Gravel,RM,2.2,4.7,2.4,3.03,142910,7145500
Chrompet,1165,184,1.0,1.0,3,Normal Sale,No,Commercial,NoSewr ,No Access,RL,2.6,2.6,3.1,2.75,137415,12492250
Adyar,698,82,1.0,1.0,2,Family,No,Others,NoSeWa,No Access,C,4.1,3.9,4.6,4.31,52479,4770810
T Nagar,1904,57,2.0,1.0,5,AdjLand,Yes,House,NoSeWa,Gravel,RM,3.6,2.7,4.8,3.915,239301,14956290
KK Nagar,2386,165,4.0,2.0,6,Normal Sale,Yes,Commercial,AllPub,Paved,RL,4.9,2.4,3.1,3.43,350600,19477760
Anna Nagar,1640,182,1.0,1.0,4,AdjLand,No,Commercial,NoSeWa,Paved,RM,5.0,4.9,3.2,4.255,253973,19536370
Karapakkam,1282,17,1.0,1.0,3,AdjLand,Yes,House,NoSewr ,Paved,A,4.1,3.6,2.9,3.47,75579,5813750
Adyar,787,31,1.0,1.0,2,AdjLand,No,Others,NoSewr ,Gravel,I,4.6,2.9,4.5,4.21,67363,7484785
KK Nagar,1508,44,2.0,1.0,4,Partial,Yes,Others,AllPub,Gravel,RM,4.3,2.4,4.2,3.69,167465,11164340
Anna Nagar,1864,184,2.0,2.0,5,Family,Yes,Others,NoSewr ,Paved,RM,3.3,3.7,4.7,3.96,124455,15556920
T Nagar,1803,56,2.0,1.0,5,Partial,Yes,Commercial,NoSeWa,No Access,RM,3.4,5.0,3.7,3.935,185638,20626490
Chrompet,1200,69,1.0,1.0,3,Partial,Yes,Others,NoSeWa,No Access,RM,4.3,2.1,2.6,2.91,133790,10291500
T Nagar,1743,197,1.0,1.0,4,AbNormal,No,Commercial,ELO,Gravel,RM,2.3,4.2,3.5,3.315,279366,19954710
Chrompet,771,3,1.0,1.0,2,Normal Sale,Yes,House,ELO,Paved,RH,3.6,2.5,2.0,2.68,37714,7542800
KK Nagar,1325,143,1.0,1.0,3,AbNormal,No,House,NoSewr ,Paved,RM,3.8,4.8,2.4,3.54,147517,8677460
Velachery,1569,40,2.0,1.0,4,Partial,Yes,Others,NoSeWa,Gravel,A,4.1,4.8,3.6,4.27,151934,8937320
Chrompet,1019,37,1.0,1.0,3,Normal Sale,Yes,House,NoSewr ,Gravel,RL,4.1,2.8,4.2,3.61,49304,9860700
Karapakkam,1524,134,2.0,2.0,4,AdjLand,No,House,ELO,No Access,C,2.4,2.7,3.5,2.93,97425,5412500
Chrompet,1202,55,2.0,1.0,4,Family,No,Commercial,NoSeWa,No Access,RL,3.9,3.5,3.0,3.47,125488,12548800
Chrompet,802,67,1.0,1.0,3,AdjLand,No,Commercial,NoSewr ,Paved,RH,4.0,2.0,4.3,3.29,68514,9787650
Anna Nagar,1968,136,2.0,1.0,5,Family,Yes,Commercial,AllPub,Paved,RL,3.6,4.1,3.7,3.765,429011,22579530
Velachery,1693,134,2.0,1.0,4,Normal Sale,Yes,Others,ELO,Paved,A,4.5,2.2,2.9,2.99,65345,8168160
Chrompet,932,58,1.0,1.0,3,Family,Yes,House,ELO,Gravel,RL,3.5,2.1,5.0,3.39,142795,8924700
Karapakkam,1071,94,1.0,1.0,3,Normal Sale,No,House,AllPub,Paved,RH,2.5,2.5,2.7,2.58,97174,6478250
Velachery,1866,36,3.0,2.0,5,Partial,Yes,House,NoSeWa,No Access,RL,3.1,3.6,5.0,3.9,131480,10113810
Velachery,1844,118,3.0,2.0,5,AdjLand,No,House,AllPub,Paved,I,4.7,4.8,4.7,4.75,105306,9573230
Chrompet,1016,87,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,RL,4.6,4.5,2.4,3.9,151239,8896420
Karapakkam,803,141,1.0,1.0,2,Normal Sale,No,Commercial,AllPub,No Access,RM,3.1,4.6,2.7,3.39,77945,7794500
Chrompet,862,83,1.0,1.0,3,AdjLand,No,House,ELO,No Access,RM,3.4,2.6,2.4,2.78,111868,7990550
Velachery,1500,138,2.0,1.0,4,AdjLand,Yes,House,NoSewr ,No Access,I,4.8,2.2,2.5,2.94,122984,7686500
KK Nagar,2491,137,4.0,2.0,6,Partial,Yes,Commercial,AllPub,Paved,RM,4.4,2.5,5.0,4.07,420340,20016180
Velachery,1704,154,2.0,1.0,4,Normal Sale,No,Others,NoSeWa,Paved,RH,4.4,4.6,4.7,4.58,196218,9810880
Velachery,1803,108,3.0,2.0,5,Family,No,Commercial,NoSewr ,Gravel,I,4.9,3.3,4.5,4.06,161765,14705880
T Nagar,1541,184,1.0,1.0,4,AbNormal,No,Others,AllPub,No Access,RM,4.5,2.5,2.8,3.235,125221,12522140
Chrompet,1178,82,1.0,1.0,3,Family,Yes,Commercial,ELO,No Access,RH,4.9,4.3,2.7,4.0,114466,12718400
Karapakkam,1473,185,2.0,2.0,4,AbNormal,Yes,Commercial,ELO,Gravel,I,3.8,3.3,4.7,4.01,265837,12083500
Karapakkam,594,121,1.0,1.0,2,Partial,Yes,House,AllPub,Gravel,RL,2.1,4.0,3.4,3.19,130360,6518000
T Nagar,1701,110,1.0,1.0,4,Partial,Yes,Commercial,AllPub,Gravel,RL,4.6,3.4,4.3,4.165,368297,20460930
Karapakkam,1169,136,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,Paved,A,4.8,2.6,3.9,3.78,115248,7203000
Anna Nagar,1684,82,1.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,Paved,RL,2.5,4.5,2.4,2.96,317947,19871700
T Nagar,1569,191,1.0,1.0,4,Partial,No,Commercial,AllPub,Gravel,RL,4.8,3.0,2.9,3.495,274746,18316390
Chrompet,1232,82,2.0,1.0,4,Normal Sale,Yes,House,NoSeWa,Gravel,RH,2.5,2.1,4.2,2.85,98151,9815100
Chrompet,958,119,1.0,1.0,3,Partial,No,Commercial,ELO,No Access,RH,2.0,3.2,4.6,3.26,150020,10001300
KK Nagar,1583,9,2.0,1.0,4,AbNormal,No,House,AllPub,Paved,RM,4.7,4.8,4.0,4.45,105468,9588000
Adyar,907,6,1.0,1.0,3,Partial,Yes,House,NoSewr ,Gravel,A,4.0,3.1,2.7,3.17,26586,6646610
KK Nagar,1702,18,2.0,1.0,4,AbNormal,Yes,Commercial,NoSewr ,Gravel,RL,2.3,3.9,3.2,3.14,389913,15596520
Karapakkam,739,41,1.0,1.0,2,Normal Sale,No,Commercial,AllPub,Paved,RH,3.6,2.7,4.0,3.49,153065,6957500
Velachery,1760,130,2.0,1.0,4,Partial,Yes,House,AllPub,No Access,A,3.1,4.7,3.5,3.94,119975,7057360
Velachery,1956,98,3.0,2.0,5,Family,Yes,Others,ELO,No Access,A,3.4,3.1,3.5,3.3,173527,8676350
Chrompet,714,105,1.0,1.0,2,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,3.7,4.7,3.4,4.01,145375,9691680
T Nagar,1848,11,2.0,1.0,5,Family,Yes,House,NoSeWa,Gravel,RL,3.0,4.8,3.4,3.63,83528,13921280
Chrompet,1005,196,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,3.9,3.0,2.6,3.15,161397,13449750
Anna Nagar,1638,6,1.0,1.0,4,AbNormal,No,House,NoSeWa,Paved,RM,3.2,4.7,4.6,4.135,194590,12161870
Chrompet,1294,80,2.0,1.0,4,AbNormal,Yes,Others,ELO,Paved,RL,4.3,3.1,4.6,3.91,100418,11157530
T Nagar,1653,98,1.0,1.0,4,AbNormal,Yes,House,AllPub,Gravel,RL,4.0,4.3,4.3,4.21,189658,13547020
Anna Nagar,1950,48,2.0,1.0,5,Normal Sale,No,Others,NoSewr ,No Access,RM,4.7,2.7,4.4,4.08,112272,14034060
Velachery,1841,8,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RL,2.1,4.3,3.3,3.45,130521,16315140
Karapakkam,1252,58,1.0,1.0,3,AdjLand,No,Commercial,NoSewr ,Gravel,RL,2.2,4.2,5.0,3.92,233504,11119250
T Nagar,1817,12,2.0,1.0,5,Normal Sale,Yes,Commercial,ELO,No Access,RH,4.4,4.6,4.0,4.27,217525,19775040
KK Nagar,1337,85,2.0,1.0,4,AbNormal,Yes,House,NoSewr ,Paved,RH,2.8,4.6,5.0,4.22,78795,8754980
Velachery,1561,144,2.0,1.0,4,AdjLand,Yes,Others,ELO,Paved,A,4.5,5.0,4.4,4.7,143304,8429640
Anna Nagar,1517,64,1.0,1.0,4,Normal Sale,No,Commercial,AllPub,Gravel,RL,3.3,4.0,2.3,3.075,180765,18076450
T Nagar,1917,4,2.0,1.0,5,AbNormal,No,Others,AllPub,No Access,RH,2.5,3.4,2.4,2.68,153319,12776550
